review,sentiment
"ok we have a film that some are calling one of the best movies ever..but i'm sitting here thinking hell the f!, the storys sux{ which there is no story], the diolouge is quite plain, artisticly nothing great!, and the acting is nothing real out standing, so if you want to pretend to be arty say you like it, but if you have a real view say you don't like it or if you did explain why!",negative
"George Barry's ""Death Bed: The Bed That Eats"" is, at root, a dark fairy tale told via a horror-movie framework. It is, in my opinion, one of the best films of the 1970s, and it's downright criminal that the picture was basically stolen and distributed without Barry's knowledge (those responsible for this theft should be fed to the bed, ASAP). If you're looking for overt gore or rabid action, ""Death Bed: The Bed That Eats"" isn't the flick for you. ""Death Bed"" is a gentler, weirder drive-in picture; it plays like an utterly strange dream, half-remembered. I'd recommend reading Stephen Thrower's summation of ""Death Bed"" in Thrower's FAB Press book, ""Nightmare USA"" (he describes the movie's vibe perfectly). Whether intentional or not, I've noticed shades of ""Death Bed"" in everything from the ""Phantasm"" films to Michele Soavi's ""Cemetery Man"" to the magic-realism/slipstream fiction of authors such as Kelly Link. Barry is an original and in a fair world I'm sure he would've followed ""Death Bed"" with a number of fantastically bizarre films.",positive
"A comparison between this movie and 'The Last Detail' is made by some, but 'Chasers' is flatter than a stretch of Interstate highway in west Texas. And like the scenery in the desert, there's nothing much to distinguish it, not even the fact that a female prisoner is being transported by two navy escorts this time around. No one in the cast comes off too well; with this lame script that's not surprising. Dennis Hopper, the director, won't give much space to this one if he ever writes a memoir, I don't think.",negative
"Great movie. I was laughing all time through. Why? Well, I am from Austria, I can get along with the German (Bavarian) kind of humor. So I guess this movie makes only sense watching when you are German native speaker. Stefan and Erkan both are talking in a new kind of turkish-german accent, which became really popular in our Countries (GER & AUT). But of course they are very stupid. As in every comedy your personal humor will decide, whether thumb up or down.",positive
"Deeply humorous yet honest comedy about a bunch of grownups (Bill Paxton, Julie Warner, Kevin Pollak, Elizabeth Perkins, Vincent Spano, Matt Craven, and Diane Lane) who are invited back to spend a week to Tomawka, a camp in (Ontario) Canada by their former consuelor (Alan Arkin). Writer/director Mike Binder drew upon his experience at the same camp as the main source of creating a gentle and understanding yarn that makes sense. Also, the movie has plenty of funny moments, some of which are completely bizarre like my favorite, the one involves using masking tape. Newton Thomas Sigel (""The Usual Suspects"", ""Three Kings"") provides the film with some impressive shots of the Canadian wilderness. Among the cast, Sam Raimi, director of ""THE EVIL DEAD"" films and ""The Gift"", appears here as Arkin's bumbling right-hand man. One more thing, this film reassured me that a camp doesn't have to be a site of bloody murders.",positive
"An interesting idea involving an alternative dimension inside a hospital. It recalled - Stephen Kings ""Langoliers"", ""Kingdom Hospital"" and old twilight zone episodes. Atmospherically strong, the set up was great. There were also some very clever 'time loop' moments which always have that head-melt appeal. The story had plenty of vague references which led me to believe that all the ensuing weirdness of - time slips / ghosts / a weird bat winged demon and a rather silly heavy metal attired ghoul-thing would be explained. And THAT was were Dark Floors severely let me down. Based on my viewing the movie gives NO EXPLANATION as to what is behind the events. Whilst, some ambiguity is always expected/welcome in these kind of films. Dark floors took it to new heights of vagueness. I don't expect things wrapped up in a pretty ribbon, but neither should I be left feeling ""Huh? .. is that it? ... Did I dose off? Maybe, I hit chapter skip by mistake?"" Dark Floors left me with a deeply unsatisfying suspicion that ""It was all a dream"" which is a shame because up until the last reel I was very much on board and enjoying the movie.",negative
"I am usually a big fan of Pacino (Scarface, Serpico, Devils advocate) but since Scent of a woman he pretty much plays the same role and shouts a lot. This movie had no endearing characters to warm to. Brandon played by Bongo McConnahey is the least likable of the bunch. He nowhere even approached a real human being. Pacino was hopelessly unlikeable and my goodness how old is Renee Russo? The only high light of this wretched mess was the hot hooker with the perfect lipstick and she has like 10 lines total. Even the usually reliable Jeremy Piven was utterly unlikeable.<br /><br />Note to writers of movies, they do not usually work unless one of the main characters is at least a bit likable (noteable exception Scarface). As the movie closes and old Brandon is at the airport my only thought was, please let a plane crash into the airport and kill Brandon.",negative
"I was not very excited to see this movie in the first place but a group of us decided to go see it on opening night. I felt like getting up and walking out and attempting to get my money back 20 minutes into this film. I felt that the movie was very boring, uninteresting, and not true in many aspects including ""gaming"". I tried my best not to fall asleep during the movie as i watched one of the worst horror films i have ever seen. The scary movie series was scarier than this movie. The sad attempt to pull in a Gothic girl, an overworked business man, and 15 year old geek, and some random guy into a video game that kills you is a bad plot to begin with. Then they try to throw in a very horrible love scene where the main character kisses another girl after saving her 10 minutes after his girlfriend was murdered. The theater was packed when the movie started by then end a little over half of the people had left before it was over. If you feel the need to waste only 1 hour and 16 minutes of your time seeing this movie ... prepare to feel cheated.",negative
"These writers are trying to re-create the characters they have on ""scrubs"" in a different occupation however the characters they are stuck with have no charisma or acting ability not to mention the writing seems poor and effortless. These guys are trying to create something that would be good if the writing wasn't so disgusting which is leaving the shows only lifeline to be two attractive teachers that that are barely keeping it alive. The humor in this show seems like it is trying to target an audience with an I.Q. of 40 or below. Another reason why this show is becoming a failure could be that the writing on the show ""scrubs"" is excellent and this show has to follow it up leaving the viewer in an odd position not knowing whether to cry or to just lose hope in new sitcoms all together. This is just my opinion but i think these guys should stop now before they humiliate themselves anymore than they have already.",negative
"I first saw Love in Limbo playing late on free to air TV about five years ago, and since then it's a movie I'll always remember warmly as one of those films you see and are forever influenced by.<br /><br />For the uninitiated, Australian film has a long history of making off-beat comedies about lovable losers, and Love in Limbo is a sterling example of this. Whilst Russel Crowe is the only name actor in it (although these days he's all a movie needs), the rest of the Aussie cast is good- he still steals the show as a nervous, nerdy, virgin loser though.<br /><br />The general premise is a lot like American Pie. A group of friends wanting to get laid and become men. As you'd expect, the entire movie focusses on this (with a sub-plot about the lead's mother and various other incidents), and is full of humorous situations that push it towards the inevitably sweet ending.<br /><br />If you enjoyed American Pie, don't expect this to be the same- but expect the same conventions to make appearances. Love in Limbo isn't a gross out romantic comedy- but it definitely has its share of laughs, fist pumping moments when the good guy wins, and the situations every guy, Australian or otherwise, can relate to.<br /><br />See it if you liked: American Pie, Almost Famous. Strengths: Good Aussie cast, easy to relate to, good perve value. Weaknesses: Predictable at points. My Rating: 8 out of 10",positive
"Blue ribbon banners, stars and stripes forever, decorated generals, and unconditional surrender from the enemies which required tons and tons of radiation, this was the summon substance of the United States victory in World War II!! The celebration on Times Square as well as everywhere else in the United States suggests a national zenith!!! America is on top right!! one thing, one agonizing and painstakingly perverse thing..The period of adjustment!!..The actual celebration ended when the bottle of champagne was finished..Now everyone needs to get on with their lives...only one problem though...they have to get new lives...the old lives are gone forever...Polite and pleasant smiles had a fragile facade with a longevity of ice cubes in boiling water!! Everyone of the characters in the movie is paraded by primal doubts, and unable to masquerade a pretense about how nothing was seriously wrong, for the simple reason that it was not true!!! Once sergeants, and generals, and their wives, and daughters, and sons and virtually all other Americans touched by World War II, were exposed to disabilities, nightmares and recriminations of World War II and what it really accomplished as well as negated, nobody was the same!! For now, social and moral issues had a self serving interest...Frederick March and Myrna Loy had to start over!! Dana Andrews realized that he should never have been married to Virginia Mayo in the first place!!! Theresa Wright has become painfully aware of the fact that she is constructively selfish!! Las but not least, the character, Homer, is about to get married and he thinks that everyone around him is as devastated by his injury as he is, basically in the sense that they are unable or unwilling to cope!!<br /><br />The reason this film is so fabulous is because a happy ending was attained the hard way, once everybody recognized the new beginning of the new United States and the new world overall, tragedy from WWII was recognized, and things that were emotionally torn asunder were taken in stride, and dealt with accordingly!! Frederick March and Myrna Loy need to go back to chapter one in their marriage, Homer has apprised his new bride as to what it takes to be married to him (i.e. half the times, she will feel like a nurse) and Thresa Wright's involvement with Dana Andrews means that her entrance into adulthood has resulted in partial responsibility for breaking up a marriage...This is tantamount to learning how to drive a car to get your driver's license at the Indianapolis 500...The characters in the movie are the typical post WWII Americans in that they are stalemated by the rude awakening of coercive changes to their lives...Happiness no longer is afforded the luxury of the adjective cop-aesthetic...it is now about formidable conditions, and good winning out over evil by way of the less ugly choice!!...World War II did not just happen!! It will henceforth dominate the social patterns of American living!!!<br /><br />The aggregate catastrophe of World War II has mirrored most Americans' feelings of personal human inadequacy as well!!I loved this film and so did AFI, probably for the reason that it brought out issues that were at one time unjustifiably taboo!!..Bottom line, see this movie!! Nightmares about combat, dilemmas about marital unhappiness and/or readjustment, coping with your life when stricken-ed by a disability and just basically acting human are portrayed constantly in movies and television today, HOWEVER!! this is 1946!! Very new to Americans then....REMEMBER THAT!! Director William Wyler has illustrated how Americans feel about the aftermath of WWII in the days when the movie industry has left him with one hand tied behind his back!!! Take that into account and you will probably realize just how sensational this movie really was!!",positive
"I sat through this on TV hoping because of the names in it that it would be worth the time...but dear Gussie, whoever thought this script was worth producing? The basic idea is excellent but the execution is appallingly bad, with a constantly illogical sequence of scenes, an ending that is almost laughably melodramatic and poor Rock Hudson wanders through this with an understandably confused look on his slightly sagging face. Looks like a bad B movie from the 40's...",negative
"Don't listen to most of these people. ill give you a better review of this movie which me and my friend love! Its about Jill Johnson, played by Camilla Belle, who babysits at the Mendrakis' house and someone breaks in. if you're wondering how he got in the house, he went through the garage most likely. so anyway, don't listen to, ""the worst acting"". it has amazing acting. with a great story. I think that there are 2 benefits that Jill has. 1. shes a fast runner and is on the track team. 2.she got out alive! lol.<br /><br />it is a cool movie and quite scary. check it out, you will be happy with this masterpiece. don't listen to the other people on the site. its very good. trust me, i am good at reviewing movies. I'm a future movie critic. i totally want to buy this movie. and you will too when you see it. it is amazingly awesome.",positive
I switched this on (from cable) on a whim and was treated to quite a surprise...although very predictable this film turned out to be quite enjoyable...no big stars but well-directed and just plain fun. With all the over-hyped crap that is out there it is very nice to get an unexpected surprise now and then... and this little film fits the bill nicely. 9/10,positive
"This movie isn't about football at all. It's about Jesus/GOD!! It's the same kind of sappy sanctimonious religious drivel you get from those arch idiots who wrestle for Jesus, or pump iron for Jesus. Yeah, Jesus was totally buffed, liked contact sports, and definitely owned a full set of dumb bells. DUHHH! This movie should have been entitled ""Hiking for Jesus,"" or something along those lines just to let the general public know that the real intent of this movie is to convert people to Christianity, and to pander to those whose brains have already been thoroughly washed in the blood of the lamb. That the title is derived from the Bible is made clear when the head coach is reading his Bible and asking Jesus for help. The recent sports movie ""Invincible"" was 100 times more inspiring than this was, and Jesus wasn't even a factor. It was just the desire and determination of an individual with a dream.<br /><br />Any broad appeal as an inspirational sports movie is ultimately lost amidst all of the blatant Bible thumping and sanctimonious religious propaganda. One gets the impression that the sole message is the only way you can succeed and make positive gain is if you accept Jesus as your personal savior. But this is simply not true, and is therefore a lie being perpetuated by those who believe that it is true and want everyone else to believe it. The image of the winning athlete thanking Jesus when he wins comes directly to mind. What does he do when he loses? Does he curse Jesus? Of course not! When he loses Jesus isn't responsible. Jesus is only responsible when he wins. And the logic goes round and round and round, and it ends up exactly where the true believer needs it to be, every time!! I had to hit pause when the scene with the coach receiving a brand new truck came on so I could stop rolling on the floor laughing my ass off and catch my breath. Materialism is not what Jesus taught. I find it odd that most so called ""Christians"" seem to either forget or ignore this message from their ""savior,"" especially when I see a Jesus fish on the back of a huge gas guzzling SUV that passes me like I'm standing still.<br /><br />Another message this movie implies is that Jesus apparently cares more about the win loss record of a mediocre high school football team that he does about the millions of starving children in the world. The final scene where the insecure and unsure kicker boots a 51 yard field goal and it is hyped up as an unbelievably incredible miracle puts the final gag me with a spoon religious red flag on this turkey. I only gave it three stars because the guy who played the black coach could actually act.",negative
"An example of genius filmaking. The epic story of three major stages of life for a young boy told with eloquence and raw fearlessness. Rarely does a film come along that causes me to out loud say during most of the viewing, ""this is a really good film...."" again and again. That is exactly what happened when I watched this film. I really do not understand how anyone could not like it. I found myself at moments crying and laughing at the very same moment, unable to control how I felt about the scene. The acting is outstanding. Eric Mabius- why is he not all over movie screens? He was really extraordinary. His seemingly effortless attempt on the screen impacted me in deep visceral ways. I thank him. In my opinion, Eric Schaeffer is one of the best filmakers around, and I hope he continues to rise to the challenges that he faces while trying to give us art in the face of ferocious commercial filmaking.<br /><br />",positive
"Wealthy widower Anthony Steffen (as Alan Cunningham) is a sadomasochistic lover, and British Lord. He brings sexy red-haired women to his castle, where he whips and murders them. Black-booted stripper Erika Blanc (as Susie) gets away, temporarily. Mr. Steffen is haunted by wife ""Evelyn"", who died in childbirth. As therapy, he decides to marry again, after meeting pretty blonde Marina Malfatti (as Gladys). By the end of the movie, they will have had to dig a few more graves. ""The Night Evelyn Came Out of the Grave"" is great title, at least.<br /><br />** La notte che Evelyn uscì dalla tomba (1971) Emilio Miraglia ~ Anthony Steffen, Marina Malfatti, Erika Blanc",negative
"Long, boring, blasphemous. Never have I been so glad to see ending credits roll.",negative
"I just saw this film last night, and I have to say that I loved every minute. If taken in the spirit of a parody of Bond-esquire films, it's truly superior. The true comedy of the film is in its blatant disregard for political correctness. The misogyny, cultural insensitivity, and almost laughable macho-ism of the films of this genre are used for major comic effect. It also calls the illogic and formulaic elements to task, with Agent OSS 117 constantly learning difficult things insanely quick (such as Arabic and how to play a traditional instrument) while missing some pathetically obvious clues. Some of the lines from the film left me laughing for hours after the movie was finished...and I have to say I have learned some...interesting...French vocabulary that would probably have my Professors quite exasperated with me were I to use. All in all, I thought this film excellent. Intensely funny and the first film I've ever seen that truly parodies all aspects of the spy film.",positive
"and shot in Vancouver with the 'mountains' of the low country of South Carolina visible in the background. For heaven's sake, they should have reset the location. There are no coastal mountains in South Carolina. Period.<br /><br />Lame visuals. They should have been beautiful. And the story limped along.<br /><br />I really don't understand why it was such a hit as a book, although I have to admit it's one I haven't read as yet. Usually I read the book and give the film a miss. There was nothing in this movie that made me want to buy the book, or even borrow it from the library.<br /><br />Verdict: The Mermaid Chair seemed pretty shallow to moi.",negative
"Ann-Margret did the best job she has ever done in her history of film making. I felt as if she WAS Mrs. Frey. There might be one or two films of Ann-Margret's I have not seen since her film debut in ""Pocket full of Miracles"" with Betty Davis in 1961. I feel she has been totally under-rated in the industry. Though she was nominated for an Emmy Award for this role in ""Who Will Love My Children,"" she was overlooked. Like she was nominated for an Academy Award for her roles in ""Carnal Knowledge"" and ""Tommy,"" she was snubbed. Over all, I think everyone did a superb acting job including all the children in ""Who Will Love My Children."" Yes, it is a sad movie (as true stories can be), but well worth the time. Thank you.",positive
"I have been an avid Jane Austen fan for many years. I had never seen this adaptation, so when I had heard of it, I came here and read all the excellent reviews. On that basis I eagerly ordered it from Netflix. What a cruel disappointment! They have taken one of the most subtle and bright comic novels and made it dull. Each character seems to have been dealt a single facial expression, a single tone upon which to base their flat characters. Although this adaptation seems to have used every word that Jane Austen wrote, they appear to have been passed around to characters in a random fashion. Even though it was done as a miniseries, this adaptation manages to confuse and feel as rushed as if it had been done as a movie of the week.<br /><br />Mr. Bennett too harsh, Mrs. Bennet just a chattering chipmunk, Mr. Darcy as lifeless as a nutcracker, the Bennett girls almost indistinguishable and Mr. Wickham a man who no one would look twice at - hardly the appealing cad! I'm quite put out!",negative
"This was indeed an amazing adaption. I missed the first episode so I unfortunately missed out on the bonding between the characters and the smooth flow of the storyline. But as soon I watched the second and then the third instalment I was just blown away. I ordered the DVD less than a week later and unable to wait for it to come I went straight out and brought the book. From the moment I opened it I was hooked, I just couldn't put it down. I decided to finish the whole book before I dare watch the DVD at all. I preferred the book because it got inside the characters minds, you could understand totally where they were coming from and what there role was within the story. They missed a lot out of the adaption which was disappointing as the book is a master piece and I think they could have done it superbly if they had been able to stretch it over a longer period of time. But considering only being able to be fitted into a 3 hour slot I think it was done excellent. It followed the main twisted storyline brilliantly. And the actors which were enrolled as the main characters where amazing! The love making scene was pure beautiful. It was so tender and loving and just showed how natural homosexual love can be. I was totally blown away with both the book and the TV adaption! I loved both of Sarah Waters previous novels and also found the Tipping the Velvet adaption quite enjoyable. But when I read and watched Fingersmith I knew none of her previous novels/adaption could beat it. Sarah Waters has indeed exceeded herself this time! I recommend that you watch this adaption! If Tipping the Velvet wasn't your thing, then don't let it put you off this one. Fingersmith is a whole new ball game. It is a beautiful yet dark twisted story about love, greed and betrayal...<br /><br />A MUST SEE!",positive
"OK, Chuck Norris has shown up in many an entertaining movie over the years. This is not one of them. I won't even bother trying to get into the plot about a Bible shipment gone wrong. The ""acting"" of the main characters is so wood like, Pinocchio would have done a better job! The synthesizer based soundtrack is even worse than the one in Deathstalker. Whereas traditionally low budget spooky movies are often trying to catch their audience by adding plenty of graphic violence, this one is trying to catch an audience by throwing religious mambo jumbo at the spectator. The plot boils down to different versions of the Bible.",negative
"This movie lacks in everything. Except Bobby deol, who in his own standards is mediocre, no one in this movie has come close to act in a single scene. Kangana is complete fake in her acting.<br /><br />The great Anupam Kher has a guest appearance and is better in those 2 minutes than bobby in the whole movie. The music does'nt compliment the movie<br /><br />that well. The contrast in Music between Bobby and Upen is not highlighted that well. Great concept gone completely wrong. The movie does'nt have a proper ending. Please don't waste your time as i did on this movie",negative
"Hilariously obvious ""drama"" about a bunch of high school (I think) kids who enjoy non-stop hip-hop, break dancing, graffiti and trying to become a dj at the Roxy--or something. To be totally honest I was so bored I forgot! Even people who love the music agree this movie is terribly acted and--as a drama--failed dismally. We're supposed to find this kids likable and nice. I found them bland and boring. The one that I REALLY hated was Ramon. He does graffiti on subway trains and this is looked upon as great. Excuse me? He's defacing public property that isn't his to begin with. Also these ""great"" kids tap into the city's electricity so they can hold a big dance party at an abandoned building. Uh huh. So we're supposed to find a bunch of law breakers lovable and fun.<br /><br />I could forgive all that if the music was good but I can't stand hip hop. The songs were--at best--mediocre and they were nonstop! They're ALWAYS playing! It got to the point that I was fast-forwarding through the many endless music numbers. (Cut out the music and you haver a 30 minute movie--maybe) There are a few imaginative numbers--the subway dance fight, a truly funny Santa number and the climatic Roxy show. If you love hip hop here's your movie. But it you're looking for good drama mixed in--forget it. Also HOW did this get a PG rating? There's an incredible amount of swearing in this.",negative
"Annie Rooney lives with her officer father and brother Tim in the slums of New York, where she is constantly getting involved in many fights with the other neighborhood kids. Annie secretly has a crush on Joe Kelly (whose little brother Mickey is head of the gang that Annie constantly battles), who is in a gang that is headed for trouble, says Officer Rooney. Kelly sponsors a dance, where Tony plans to shoot Kelly in order to get even with him for making him look like a fool in front of his girl, but Officer Kelly gets fatally wounded instead. Tim (part of Kelly's gang) is told by Tony, and friend Spider, that Kelly shot his father, so he goes after him in vengeance. Annie learns of this and goes to stop her brother, if she is in time. Very good mix of humor and heart in this film, even though the plot doesn't start until the 40 minute mark of the film. Pickford is enjoyable (even though she was 33 playing a girl no more than 12-13) and really gets into her character. Haines doesn't play Kelly as tough as he should, but is able make the audience feel for him on an emotional level. The scenes where the officer tells Annie of her father's death and the ending really put a lump in your throat. The mix of all sorts of kids throughout the film are fun to watch. Rating, 8.",positive
"I really really love this show! I have always liked the 1990's shows of Space Ghost! This show was hilarious and I can't believe why Cartoon Network's Adult Swim would take such a funny show like this off the air. I hope they put this show on DVD or something. The show is about Brak (from the Space Ghost cartoons, SGCC and Cartoon Planet) who lives his every day life with his Mom and Dad and his best friend who likes to drop in a lot, Zorak! My favorite episodes were the one where Zorak gets this really good singing voice and then his voice doesn't give him any money that Zorak made from singing at all. Another episode I like is the one where Brak and Zorak didn't finish their homework and then they go back from Sunday to Friday and they just goof off and then they go back to the day homework was invented and then when they go back to the present homework didn't exist! Another episode I like is the one where Brak's Dad and their next door neighbor, Thundercleese the Robot keep getting into this agrument and then they get eaten by a giant worm. Another episode I liked was the one where Zorak makes a bully stand and then some new guy took over his stand. I also like a lot of the other episodes! One thing that never fails to make me laugh is when Zorak is getting beaten up, blasted and zapped!",positive
"This movie was seriously awful. The acting was the worst! It was worse than a student film. Super cheesy, and I think the worst actor was the old lady. At first I thought to myself, well it's an old movie. Then I remembered that that is no excuse! I've seen older movies with way better acting and such.<br /><br />The music was terrible to. It was really choppy. The editing was poor (most of the dialog was out of sync.)<br /><br />Overall, this movie doesn't even deserve a 1. I only watched it because I was so bored, and the movie hardly entertained me. It was just laughable. My dead grandmother's left pinkie toe could make a better movie than this.",negative
This started out as a good sketch comedy. The first few shows were very good and I was looking forward to a long run. What was really funny was the Mariah Carey imitation and the take off on Beverly Hills 90210 featuring the hair fight. The Delta Burke vs William Conrad heavy weight battle was also good. Unfortunately the following shows went downhill relatively quickly. The writing became uninspired and oh so predictable as if the show had acquired a cult following in it's young tenure. Nothing fresh was being offered and the recurring skits were boring. One example is the gun family (or whatever it was called) which became a weekly feature. This sketch was not all that funny to begin with let alone being a regular feature. An example of a quick promising start then a sudden fall.,negative
"Just like all of Mel Brooks' other comedies, Men in Tights is hilarious. But in seeing this as an outrageous comedy, I think many fail to realize that the reason the movie is so funny is that the characters themselves are acted so well. Elwes is the well-spoken former British noble, Lewis is an eternally annoyed king (I hope it's worth all the NOOOOOOIIIISE!), DeLuise is a FANTASTIC godfather, Roger Rees is a worried and cynical sheriff.... The actors and actresses are so loyal to their parts that the jokes flow forth with ease. Yes, we've seen this kind of comedy before, but the only comedy to achieve better character development, in my opinion, is The Big Lebowski. Very very funny.",positive
"You will be able to tell within the first 30 seconds of this film whether you want to finish watching it. The film opens with images of planes landing at an airport, one plane after another diving into a mirage-filled runway. You will be able to accurately guess that this movie is not about a ""story."" At first viewing, it's even easy to think the opening images are repetitive shots of the same plane. The initial drama is in the acuteness of your perception, which is built on your willingness to experience the film simply as a series of images. If after this opening, you want to see the movie, you will not be bored. You may even be mesmerized. The movie may be an emotional experience; it may be an intellectual experience; it may be both. Judging from the DVD commentary, which is essential, it was primarily an emotional experience for Herzog, and, at one point, he talks explicitly about how the film is a collaboration between filmmaker and viewer. There's plenty of room for the viewer to make of this film exactly what he or she wants to make of it. Take a gamble?",positive
"Guy Richie's third proper film (not counting the God-awful ""Swept Away"" is a complex action thriller concerned with gambling, gangsters and chess. Fans of Richie's previous efforts will probably hate Revolver as much as I did, with its twists and turns. Richie stalwart Jason Statham plays Jake, a newly-released ex-con, out to wreak revenge on the ridiculously named Dorothy Macha (a superbly OTT Ray Liotta) but instead gets embroiled with a couple of other cons, (one of which is Andre 3000 from rap outfit Outkast) who throw him and us the audience, a number of red herrings throughout the film, all of which becomes extremely tedious. The high point of this mess of a movie is the bit in the restaurant, where the dialogue gets turned down in favour of a superbly shot, slow-mo shootout set to Beethoven's Moonlight Sonata. All in all, Revolver is a flawed work, not truly awful but far from Richie's best. That would still be Lock, Stock. If this film was a school homework assignment it would be graded 'must try harder!'",negative
"The Story line for this game is very jerky where it appears the game writers have tried to find ways to justify how a character appears in certain areas of the world map in Tales of the Soul. That being said, this is the only gripe I have about the game.<br /><br />The beginning FMV is spectacular with breath taking sceneries and interesting new devices such as the ability to create and design your own character and their own Martial Arts discipline. There's even a second story mode which makes up for the awkward Story design of Tale of the Souls.<br /><br />Parts of the FMVs during Tale of the Souls is also interactive where you can decide the fate of your Character to a certain degree which is an interesting feature.<br /><br />With the many combinations of Characters you can create, the varied paths you can explore in Tales of the Souls and the Chronicle of Swords story mode, this game will keep any Beatem up/RPG fans amused for a while!",positive
"What on earth has become of our dear Ramu? Is this the same man who made Sarkar, Satya, and Comapny? I refuse to believe so. If AAG was Ramu's most ambitious project, he has clearly jumped off the high cliff he has ascended by giving the industry some of the greatest works of all times. This movie is made to fall like a brick. I was cringing to leave the theater, but I was forced to sit because I wouldn't have been able to take my car out of the parking lot before others also left. Else, nothing would have made me sit beyond interval.<br /><br />This movie is nowhere close to Sholay. It doesn't even come near it within a mile. I believe Ramu surely loves The Godfather more than Sholay, since Sarkar was a classic piece of work. I read Ramu's interview a couple of days back, in which the interviewer said that Ramu doesn't sleep for more than 4 hours a day, that too not at a stretch. I completely agree with this now, as his lack of sleep has probably taken its toll on the movie.<br /><br />There is no power in the performance. Amitabh Bachchan doesn't even look scary. He looked more terrifying in the few posters and wallpapers I saw earlier. Ramu's favorite Nisha Kothari did a fantastic job in Sarkar because she didn't have many dialogs (in fact none if I remember clearly). She opened her mouth in this movie, and has found a place in history. The new guy playing Jai's role seems to have that brash look, but didn't manage Jai's role at all. I cant go on... Im sorry... my pain is too big for me to manage right now.<br /><br />I promised myself throughout the movie that I will watch the original Sholay once more just to see that it is still there.<br /><br />Bottom Line: Horrible movie. The media and critics are going to cook Ramu's goose. And just to remind all readers once more, I am one of the biggest Ramu fans, and even I cant spare him for this act.",negative
"This movie is not schlock, despite the lo fi production and its link to Troma productions. A dark fable for adults. Exploitation is a theme of Sugar Cookies, and one wonders if the cast has not fallen prey to said theme. A weird movie with enticing visuals: shadows and contrast are prominent. Definitely worth a look, especially from fans of Warhol and stylish decadence. Through all the cruelty and wickedness, a moral, albeit twisted, can be gleamed.",positive
"quite good, don't expect anything high culture.......the acting is bad, the storyline fails, but it is still a fairly nice movie to watch. why? because it's dark, a little bit stupid, like unpredictable and just entertaining and fun to watch. do not expect anything, like i said, just see it for yourself and you know what i mean.<br /><br />it is a movie, without a plot or memorable acting, but there are enough scenes that will make you laugh, cry or at least make you feel compelled to watch it to the end...<br /><br />this is all i wanted to say....<br /><br />7 / 10",positive
"This has to be some of the worst direction I've seen. The close-up can be a very powerful shot, but when every scene consists of nothing but close-ups, it loses all its impact. <br /><br />Tony Scott has some very beautiful scenery to work with, the backdrops of Mexico, the cantinas, the beautiful estate where Anthony Quinn lives, and the dusty towns Costner rolls through on his journey for revenge. Unfortunately we only catch quick glimpses of these places before the camera cuts to a picture of a big, giant head. Even the transition scenes where Costner is driving alone across Mexico quickly cut to a close-up. <br /><br />The score is over-dramatic and intrusive, dictating every emotion we should feel. The story itself should have been handled much better. Among other things, too many people pop up out of nowhere to help Costner along - it's just bad writing. <br /><br />It's a typical thriller storyline, but many others have taken the same premise and done outstanding things with it. Costner's No Way Out had a somewhat similar storyline, but it was a much better movie. <br /><br />The ending was completely anticlimactic and suffered from the most melodramatic scoring of the film. This movie was never going to be great, but if we saw more of Mexico and less of giant heads this film might have been watchable.",negative
"So we saw this on DVD at our apartment here in Paris. We're all here on an exchange program. We all laughed so hard cuz so much of what was going on in the movie happened to us! I mean yeah sure some of it was pretty clichéd but still true, know what I'm saying.<br /><br />I think I related more to the quiet guy (the Italian) than Xavier because I'm more of the observer in our group. Anyway, I wish I had a hot roommate like Cecile de France. She seems like a cool chick in the movie and for real, after I saw her hosting the Cannes Festival last month.<br /><br />Now I'm thinking I wanna go to Barcelona next summer after seeing this movie. I gotta check out the sequel too which just came out here in France.",positive
"What starts off fairly well (and quite disturbing) quickly sinks into an annoying mess.<br /><br />Dee Snider (of Twisted Sister infamy) apparently penned the screenplay from his own idea, and while the idea of a cyber-stalking pierce freak has potential, they really blow it here on uneven pacing, bad dialogue, and one of the greatest non-endings you'll ever see. Despite some lifeless performances, the director manages a genuinely creepy first reel. This really looks like it's going to be a good low-budget effort.<br /><br />No such luck. The plot goes all over the map, and Snider's character relentlessly spits out tiresome psychotic fortune cookie lines that are supposed to pass for meaningful dialogue. Worse, the supporting cast barely registers, and the only halfway believable dialogue comes from a young girl who helps a detective navigate the internet.<br /><br />What a waste of a great idea. Oh, and there is a new twisted Sister song, if you care.",negative
"This is a children's TV series about a Mary-Sue who is at the same time, mean and bitchy. I couldn't bring my self to sit through 3 episodes of Zoey101. Not to mention that Jamie Lynn Spears can't act to save her life! What message does this show bring to kids? If you're not perfect like Zoey, you're unworthy *rollseyes*.<br /><br />It's absurd how Zoey's character is exactly the type of person who would be despised in real life yet she manages to become so popular. Then there is Chase who is basically a lovesick puppy who worships the ground Zoey walks on. Then there is the fact that all the other characters seem to have been dumbed down in order to stop them from outshining Zoey. I'm sorry but the characterization in this show = extremely unrealistic.",negative
